Plateforme,Avis,Notes sur 5
deel.com,"Convenient platformThere are no extra fees and the payroll setup is a standard procedure regarding remote workers in third world countries. You can say that Deel's convenience is what has made our HR department efficient and responsive.Date of experience: February 05, 2024",5
deel.com,"Christina was awesome!!Christina was awesome!! Also in general cust sup is always great!!Date of experience: February 20, 2024",5
deel.com,"10 of 10Quick to use, easy to withdraw. Deel gives me a lot of options, helps managing the contract and working hours. I simply love it.Date of experience: February 20, 2024",5
deel.com,"wonderful ui and system flowUI lets you handle it on your own . the process is so streamlined and simple considering the lengthy processDate of experience: February 16, 2024",5
deel.com,"FastFast, easy, and guided. It is easy to use and currently, my company is in trial onboarding. Seems to be seamless and very convenient.Date of experience: February 15, 2024",5
deel.com,"Everything was fast and easy to…Everything was fast and easy to understand!Thank you!Date of experience: February 28, 2024",5
deel.com,"Great level of customer careDate of experience: February 27, 2024",5
deel.com,"OnboardingI've just started using it. Onboarding process was very friendly in terms of guidelines and everything.Date of experience: February 15, 2024",5
deel.com,"Excellent support around the clockExcellent support around the clock. Despite the issues I've had in the beginning, mainly due to my ignorance, Deel's staff has been very knowledgeable and supportive.Date of experience: February 09, 2024",5
deel.com,"so convenient to useDate of experience: February 29, 2024",5
deel.com,"I had some issues with log in and got a…I had some issues with log in and got a really quick help from the team. I’m very happy using Deel and seeing that it has a very professional and responsive team members.Date of experience: February 07, 2024",5
deel.com,"Great appBeen using deel for a couple of months and it's been a great experience. Great UI, things are easier to understand and all the information is very clear.Date of experience: January 01, 2024",5
deel.com,"Always has good support from DeelAlways has good support from Deel. Paula help me with email change, helpful and with patienceDate of experience: February 19, 2024",5
deel.com,"Great and fast service!It's a fantastic service for employers and employees. Easy to use, fast, decent exchange rates. It facilitates the life of everyone. The ""localization"" option is great because it gives you peace of mind that you are complying with your country's regulations.Date of experience: February 08, 2024",5
deel.com,"Easy to useEasy to use! Great instructions. And fast Date of experience: February 28, 2024",5
deel.com,"It is a very good platform to receive…It is a very good platform to receive your payments and has a lot of options to choose from to withdraw your funds. Thank you, Deel.Date of experience: February 17, 2024",5
deel.com,"Deel has the best support team as the…Deel has the best support team as the Pay role Management systemDate of experience: February 19, 2024",5
deel.com,"ZipporahZipporah, was knowledgeable, professional and helpful throughout the process. All my inquiries were successfully answered. Date of experience: February 26, 2024",5
deel.com,"Perfect!Easy.. perfect. Agents there reply instantly to your help.. well reliable company.Date of experience: February 16, 2024",5
deel.com,"Verification is swiftVerification is swift, the window is very friendly and the transactions are straightforward with no bending of corners or converting values into others. I also love their security measures. its niceDate of experience: February 04, 2024",5
deel.com,"Good support expiriencePeople from Deel are very calm and support us as much as we need. I'm glad we could solve my issue very quickly.Date of experience: February 20, 2024",5
deel.com,"Lovely and seamless serviceLovely and seamless service. I will recommend a 100 time Date of experience: February 22, 2024",5
deel.com,"Easy to use and modern interfaceEasy to use and modern interface. I am impressed by the range of services, they really thought of everything!Date of experience: February 15, 2024",5
deel.com,"Great tool for managing all employee…Great tool for managing all employee HR, easy to use and good reporting as well.Date of experience: February 12, 2024",5
deel.com,"I never thought it could be easierI never thought it could be easier. This platform is really a masterpiece.Date of experience: February 15, 2024",5
deel.com,"I had an issue with my account and 2FA…I had an issue with my account and 2FA (actually due to my device clock actually) and Machuka from Deel Support helped me to get access to my account ASAPDate of experience: February 06, 2024",5
deel.com,"Their bug resulted in my underpayment of estimated taxes to the IRSIf you are a U.S. contractor receiving foreign currency pay, refuse to work through Deel. Everything seemed great until I received my 1099-NEC. The USD amount reported on my 1099-NEC for pay received in EUR used an arbitrary exchange rate that resulted in reporting an income much higher than what I actually received (using either spot or forward rates) and what the invoices that Deel themselves had generated reported as my USD pay. This resulted in my underpayment of estimated taxes to the IRS.After 2 weeks of back and forth with customer service, during which I had to push and push for answers to my actual concern and during which I was not allowed direct contact with the technical team actually in charge of this issue, the conclusion from their side was:1. There was a technical bug in the exchange rates used by the invoices that they generated (the exchange rates I used to pay my estimated taxes since I had assumed Deel knew what they were doing and since they were close to the spot rates at the time I was paid)2. The inflated USD amount reported on the 1099-NEC was ""correct"" and should be used in filing my taxes, even though it used an exchange rate that they could not clearly explain and resulted in an underpayment of my estimated taxes3. A simple sorry for the inconvenienceDeel's website and UI is sleek, so it can give you the impression that they know what they're doing, but critical mistakes like this that are fundamental to dealing with international contractors show that they are not reliable and take no responsibility for their mistakes.Date of experience: January 24, 2024",1
deel.com,"Very convenient and flawlessVery easy and secure process, it took a few seconds only.Date of experience: February 24, 2024",5
deel.com,"They helped me quickly and correctly to solve the withdraw problem with coinbaseThey helped me quickly and correctly to solve the problem I was having with money transfersDate of experience: February 09, 2024",5
deel.com,"I had a problemI had a problem, wrote in the night and the next day it was resolved. Great service, I am fully satisfied.Date of experience: February 13, 2024",5
deel.com,"amazing appDate of experience: February 29, 2024",5
deel.com,"Easy and clear informationEasy and clear information, happy to deal with deel!Date of experience: February 20, 2024",5
deel.com,"Great platform and a great support…Great platform and a great support team. Very happy customer.Date of experience: February 19, 2024",5
deel.com,"Carlos was very professional and…Carlos was very professional and listened to my issues and resolved the problem easilyDate of experience: February 19, 2024",5
deel.com,"Excellent service so farExcellent service so far4 stars because I think there is always room to improve.Date of experience: February 10, 2024",4
deel.com,"Convenient cooperationConvenient cooperation with company as contractor (payroll)Lots of methods to withdraw Super fast and helpful support teamDate of experience: February 15, 2024",5
deel.com,"support team is really awesome and deel…support team is really awesome and deel is really a great platformDate of experience: February 19, 2024",5
deel.com,"Deel is greatDeel is great, so far very easy to use and withdrawals are processed very smoothly.Date of experience: February 15, 2024",5
deel.com,"EffectiveEasy, fast and reliableDate of experience: February 25, 2024",5
deel.com,"Very User Friendly and easy for the new…Very User Friendly and easy for the new customer to useDate of experience: February 23, 2024",5
deel.com,"The smartest choice I've ever made in…The smartest choice I've ever made in my business! Date of experience: February 27, 2024",5
deel.com,"Deel is Extraordinary!The best platform ever. The people working on this platform are very helpful, approachable, and considerate. I highly recommend using Deel, the features and benefits are remarkable.Date of experience: February 02, 2024",5
deel.com,"Email update resolved in a very timely mannerClear and concise instructions on how to recover my account after my corporate email address expired. Thank you.Date of experience: February 05, 2024",5
deel.com,"Deal support team responded to changing my name on bank detailsDeel support team responded to my request faster and the resolution to my issue faster and effective.Date of experience: February 20, 2024",5
deel.com,"Everything on Deel platform has a good…Everything on Deel platform has a good user experience and works smoothly.Date of experience: February 11, 2024",5
deel.com,"Easy to use and provided the relevant…Easy to use and provided the relevant information clearly.Date of experience: February 20, 2024",5
deel.com,"Easy to use and very efficient.Their site is super easy to use and it avoids the expensive international transaction fees from other companies or banks.Date of experience: February 16, 2024",5
deel.com,"Good platformDate of experience: February 27, 2024",5
